projectname,Abstract,origin_label,datasetname
thrift,tcompactprotocols current implementation calling trans read instead trans readall result you are using buffer something like gzipinputstream you can get underrun your read unexpectedly desynchronizing stream,no,ds-01-issue
hbase,let commit,no,ds-01-issue
hbase,yes added profile run only flaky tests used categories exclude flaky category works actually far converting old test cases extending testcase can separate jira andy said can have this patch then you fix those surefire setting issue separately also fine with that you take this over and fix you like before let patch yes patch not small expected sub modules can inherit from parent pom pom related changes can defer further fixes improvements,yes,ds-01-issue
chromium,has been merged into this issue,no,ds-01-issue
hbase,looks like adding protostuff could help elsewhere looks like can generate classes part build having rely external compiler being build path shouldnt data dictionary whether protostuff not ? seems like generally good idea,no,ds-01-issue
thrift,attached brings client side ssl socket support thrift cocoa library and some thrift cocoa tutorial from relating new usage with ssl,no,ds-01-issue
chromium,this needs reduced and upstreamed webkit page question renders nicely and firefox but not trunk build chromium safari windows,no,ds-01-issue
camel,kurarouter can configured via xml and osgi configuration admin such cases there need implement configure method,no,ds-01-issue
impala,some attachments were not translated properly,yes,ds-01-issue
hadoop,localdirallocator should incorporate localstorage,no,ds-01-issue
283799109,curious why digit blank generators dont just sample from larger set,yes,ds-04-R-issue
thrift,patch just demonstration,no,ds-01-issue
525221594,reference section pkgdwon website could use some grouping https devguide ropensci org building html function grouping,yes,ds-04-R-issue
hadoop,and were added hadoop but these two parameters are not written core default xml,no,ds-01-issue
hadoop,midst rewriting slsrun and its very clear that this needs happen first its only going get worse with kms and httpfs,no,ds-01-issue
hbase,rewrite and commented version htablepool worked ken and yesterday discussion follow from ken,no,ds-01-issue
307566396,very end readme joining primary key you may wish consider referencing see dplyr join guidance how this,yes,ds-04-R-issue
thrift,tfield hash code implementation inconsistent with equals which breaking bug you know what hash codes are and are familiar with java object api then you already know what talking about basically java requires that you overriden hashcode and equals then any two objects that are equal they must return same hash code tfield class api contract isnt clear about what considered equality but according tfield equals implementation fields are equal and only both objects are tfield generalizing here theres another subtle bug lurking with class checking but thats another story fields both have same type and other words fields are equal without regard name and this follows overall thrift architecture which field names are little more than window dressing and ids carry semantics unfortunately includes name hash code calculation ! this completely breaks object contract makes hash code inconsistent with equality put another way two fields foo and bar could have same type and and foo equals bar would return true but they would given different hash codes ! ! this completely forbidden and means that with this bug you cannot use tfield key map example even reliably keep set tfield this simply broken per java object api contract,yes,ds-01-issue
hbase,feature description jira part and depend full backup hbase and incremental backup hbase detail layout and frame work please reference hbase backup restore operation may take while complete sometimes hours will helpful show estimated progress percentage user jira will provide such functionally,no,ds-01-issue
