projectname,Abstract,origin_label,datasetname
flink,tests try improve test stability squashes following commits possible fix https amazonaws com archive travis org jobs log txt this closes,yes,ds-02-commit
ignite,ignite igniteutils ceilpow overflow values greater than,no,ds-02-commit
karaf,add npe checker,no,ds-02-commit
cassandra,merge branch cassandra into trunk,no,ds-02-commit
kylin,shade commons pool and commons jocl library kylin job jar,no,ds-02-commit
cloudstack,bug has been resolved,no,ds-02-commit
shardingsphere,change import shardingstatement java,no,ds-02-commit
cloudstack,merge pull request from ustcweizhou revert volume snapshot master guys can you review ? things need discussed cloudstack revert volume snapshot kvm qcow,no,ds-02-commit
thrift,java thrift objects implement common base interface reviewed dreiss test plan generate java code and run against new library revert diffcamp revision,no,ds-02-commit
camel,camel split camel aws component individual components moved aws ses,no,ds-02-commit
bigtop,bigtop switch new gitbox repository,no,ds-02-commit
attic-stratos,ignoring test output dirs,no,ds-02-commit
attic-stratos,throwing restapiexception from rest place adcexception,no,ds-02-commit
hive,hive hcatalog hardcodes maximum append limit sushanth sowmyan reviewed daniel dai,yes,ds-02-commit
shardingsphere,added throw new master slave model,no,ds-02-commit
jmeter,document bug,no,ds-02-commit
ignite,fixed reset telemetry preferences,no,ds-02-commit
jmeter,bug help reference only works english,no,ds-02-commit
incubator-mxnet,merge pull request from qiaohaijun patch add shell get ptb data,no,ds-02-commit
couchdb,support auth cookies with characters parts couchdb authentication cookie are separated colons one these parts can contain colons and more rarely runs colons string tokens function silently drops any empty token thus giving spurious failure valid input fix changes this mechanism one that losslessly decodes this part couchdb,no,ds-02-commit
activemq,fix https issues apache org activemq browse amq https issues apache org activemq browse amq https issues apache org activemq browse amq https issues apache org activemq browse amq,no,ds-02-commit
spark,spark stop sparkcontext dagscheduler init error occurs closes from tigerquoll spark and squashes following commits dale spark ensure that call stop doesnt lose exception using finally block dale spark stop context properly exception occurs during dagscheduler initialization,no,ds-02-commit
lucene-solr,fix excessive file handle usage test,no,ds-02-commit
flink,hotfix docs update rest api docs,no,ds-02-commit
jmeter,added some duplicates and invalid input tag,no,ds-02-commit
arrow,arrow fix hdfs multipleclients unit test this test was failing because scratch dir directory did not exist closes from wesm arrow and squashes following commits wes mckinney fix multipleclients unit test,no,ds-02-commit
karaf,configure logging,no,ds-02-commit
guacamole-client,guac parse time values leniently,no,ds-02-commit
hive,hive reuse mapredutils generate map reducework gunther hagleitner,no,ds-02-commit
jmeter,update list jars,no,ds-02-commit
tinkerpop,added repeatstep documentation and image,no,ds-02-commit
pulsar,remove duplicated lombok annotations pulsar broker module,yes,ds-02-commit
tinkerpop,assert entire graph after deserialization,no,ds-02-commit
trafficcontrol,assign unassigned tenants,no,ds-02-commit
couchdb,local ini must comments only,no,ds-02-commit
tinkerpop,merge branch into,no,ds-02-commit
myfaces-tobago,fixing test,no,ds-02-commit
spark,spark build upgrade hadoop what changes were proposed this pull request ? this upgrade hadoop workaround hadoop https issues apache org jira browse hadoop otherwise some test case will throw how was this patch tested ? manual tests closes from wangyum spark,no,ds-02-commit
fineract,fineract should not allow add guarantor savings account activation date gretar than loan application submitted date,no,ds-02-commit
pulsar,fix function config cleanupsubscription update bug fix function config cleanupsubscription update bug add and fix unit tests,yes,ds-02-commit
shardingsphere,fix add encrypt other database,no,ds-02-commit
beam,beam ignore vet failures,yes,ds-02-commit
beam,beam set dependent libraries versions starter archetype automatically,no,ds-02-commit
fineract,mifosx capture client atendance collection sheet,no,ds-02-commit
camel,fixing typo documentation,yes,ds-02-commit
flink,flink scripts rename slaves file workers,no,ds-02-commit
cassandra,ninja fix javac warning,yes,ds-02-commit
activemq,amq update proton release,no,ds-02-commit
activemq-artemis,this closes,no,ds-02-commit
hbase,hbase narrow pattern used finding unit tests run make same was had,no,ds-02-commit
jmeter,fix javadoc bug,no,ds-02-commit
couchdb,first pass spidermonkey support,no,ds-02-commit
incubator-pinot,frontend harleyjj packages remove bower from frontend,no,ds-02-commit
attic-apex-malhar,added comment transaction and nontransaction operator changed column name variable,no,ds-02-commit
ignite,ignite move new query api,no,ds-02-commit
attic-apex-malhar,deduper with hdfs sttore,no,ds-02-commit
jmeter,remove useless braces,yes,ds-02-commit
kylin,kylin fix licenses resource files,no,ds-02-commit
cassandra,improve cli handlingof non string column names patch jim ancona reviewed pavel yaskevich cassandra,no,ds-02-commit
groovy,remove code old parser,yes,ds-02-commit
hadoop,hadoop restore lost leveldbjni license and notice changes,no,ds-02-commit
ambari,ambari return response and good error msg when user attempts use api scale provisioned cluster,yes,ds-02-commit
karaf,felix default log exception renderer does not print inner exceptions anymore,no,ds-02-commit
echarts,optimize auto category interval calculation,no,ds-02-commit
ignite,net improve exception messages binary misconfiguration and missing assemblies,yes,ds-02-commit
cxf,some junit assertion optimisations,no,ds-02-commit
tinkerpop,merge branch tinkerpop master conflicts gremlin server src main java org apache tinkerpop gremlin server handler iteratorhandler java gremlin server src main java org apache tinkerpop gremlin server handler java gremlin server src main java org apache tinkerpop gremlin server handler java,no,ds-02-commit
cxf,cxf correctly setting httpresponseencoder netty server pipeline,no,ds-02-commit
arrow,arrow gandiva only add precompiled tests arrow gandiva build tests closes from pcmoritz gandiva precompiled tests and squashes following commits philipp moritz only add precompiled tests arrow gandiva build tests,no,ds-02-commit
superset,line growth factor option period ratio,no,ds-02-commit
hadoop,set release date changes txt,no,ds-02-commit
cxf,put file that apparently referenced from some spring configs back,no,ds-02-commit
jmeter,added setproperty name value default method sets prop unless default removes otherwise,no,ds-02-commit
cloudstack,multiedit better handling tag widget place tagging widget separate action and dialog class indicated tag icon better clarity this removes requirement specify dummy edit action multi rules instead separate tag action will appear automatically long tags specified under multiedits properties conflicts client web inf classes resources messages properties css cloudstack css index jsp,yes,ds-02-commit
